789,Project for anewor28                            ,/projects/excel/project-for-anewor-13559084/
789,Get Articles Written ($30-250 USD),/projects/articles/get-articles-written-12519609/
789,Do some Blog Posting ($30-250 USD),/projects/content-writing/some-blog-posting-10216892/
790,Decision Making Software                            ,/projects/php/decision-making-software/
791,Survey work in Myanmar                             ,/projects/excel/survey-work-myanmar-8469507/
792,I need some Graphic Design                             ,/projects/graphic-design/need-some-graphic-design-8467379/
793,Content Writing on Project Management Topics                            ,/projects/articles/content-writing-project-management/
793,Excel with formulas and macros and powerpoint ($10-30 USD),/projects/excel-powerpoint/excel-with-formulas-macros-powerpoint/
793,Marketing blog and powerpoint writing on the latest trends and analysis on the adoption of the mobile and digital banking  ($10-200 USD),/projects/marketing/marketing-blog-powerpoint-writing-the/
793,voice audio recording for our company greetings  ($10-30 USD),/projects/voice-talent-audio-services/voice-audio-recording-for-our/
793,520627 technical senior developer PHP Database Ajax (N/A),/projects/php-c-programming/technical-senior-developer-php-database/
793,Virtuemart and template set up in my Joomla site ($30-350 USD),/projects/website-design-shopping-carts/virtuemart-template-set-joomla-site/
794,FEMALE PEACE PRESIDENT CAMPAIGN                            ,/projects/internet-marketing/female-peace-president-campaign/
795,Private project or contest #273889                            ,/login?goto=YTMyMzM1ZmQ2NWY5MzNmMzEzNzZjZDU4OTMzYmM4OGNodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9jb250ZXN0Ly0yNzM4ODkuaHRtbA
796,Using a wordpress buyed theme convert homepage using .jpg attached. (just home page)                            ,/projects/php/using-wordpress-buyed-theme-convert/
796,Minor Adjusts over HTML builded with boostrap -- 2 ($2-8 USD / hour),/projects/graphic-design/minor-adjusts-over-html-builded-13299975/
796,Find a full template NYX download and send it to me. ($15-25 USD / hour),/projects/graphic-design-php/find-full-template-nyx-download/
796,Simple designs to boostrap ($10-30 USD),/projects/html-five/simple-designs-boostrap/
796,Adjustments over responsive view of a site ($10-50 USD),/projects/graphic-design/adjustments-over-responsive-view-site/
797,Build a homepage over a specific wordpress theme based on my homepage design. (.psd)                            ,/projects/php/build-homepage-over-specific-wordpress/
797,really small modification over input field via css ($2-8 USD / hour),/projects/php/really-small-modification-over-input/
797,Convert a Template to a Website  -- 2 ($30-250 USD),/projects/psd-to-html/convert-template-website-10883821/
797,Clone Wordpress pages categories and subcategories to a new site (same contents) ($2-8 USD / hour),/projects/php-html.1/clone-wordpress-pages-categories/
797,Simple designs to boostrap ($10-30 USD),/projects/html-five/simple-designs-boostrap/
797,Minor Adjusts over HTML builded with boostrap ($2-8 USD / hour),/projects/graphic-design/minor-adjusts-over-html-builded/
798,Design a waveguide antenna using HFSS                            ,/projects/electrical-engineering/design-waveguide-antenna-using-hfss/
799,Template for article spinning - from 1000 words template -> 150 words articles                            ,/projects/articles/template-for-article-spinning-from/
799,English -> Finnish easy longterm NATIVE translations - games descriptions - 15.000 words (max $0.01/word) ($30-250 USD),/projects/translation/english-finnish-easy-longterm-native-14035135/
799,English -> Lithuanian easy translations - game descriptions - 15.000 words (max $0.01 / word) ($30-250 USD),/projects/articles/english-lithuanian-easy-translations/
799,English -> Russian easy translations - games descriptions - 15.000 words (max $0.01 / word) ($30-250 USD),/projects/translation/english-russian-easy-translations-games/
799,English -> German proofreading - 10.000 words - easy games reviews - max $0.01 per word - native speaker - Longterm cooperation! ($30-250 USD),/projects/translation/english-german-proofreading-words-easy/
799,English lessons at Malta ($250-750 USD),/projects/translation/english-lessons-malta/
800,§¯§Ñ§á§Ú§ã§Ñ§ß§Ú§Ö §ï§Ý§Ö§Ü§ä§â§à§ß§ß§à§Û §Ü§ß§Ú§Ô§Ú                             ,/projects/ghostwriting/project-8427462/
800,Amazon FBA Assistant   ($250-750 USD),/projects/seo/amazon-fba-assistant/
801,Create a Video  for Beauty Wholesale Supplier                            ,/contest/create-a-video-for-beauty-wholesale-supplier-271563.html
802,Create an angularjs directive to handle the video tag's ended event                            ,/projects/javascript/create-angularjs-directive-handle-the/
802,Video portal in python ($1500-3000 USD),/projects/javascript/video-portal-python/
802,Web TemplateProject for timid ($30-250 USD),/projects/javascript-python/web-templateproject-for-timid/
802,HTML5 with Jquery and backbone.js ($250-750 USD),/projects/javascript-ajax/html-with-jquery-backbone/
802,Create a Powerpoint template ($30-250 USD),/projects/graphic-design-photoshop/create-powerpoint-template/
802,Install Apache Shindig and Partuza ($30-250 USD),/projects/php-java/install-apache-shindig-partuza/
803,Waiheke Island double ended punt houseboat                            ,/projects/autocad/waiheke-island-double-ended-punt/
804,JWPlayer 6/Flowplayer Edits                            ,/projects/html.1/jwplayer-flowplayer-edits/
804,Custom Wordpress Edit ($30-250 USD),/projects/php-css/custom-wordpress-edit/
804,I need you to turn my Custom PHP CMS theme into a modern mobile compatible theme! ($250-750 USD),/projects/php/need-you-turn-custom-php/
804,Need someone experienced with Googlevideo / JWPlayer / Flowplayer ($30-250 USD),/projects/php/need-someone-experienced-with-10142393/
804,Custom CMS ($750-1500 USD),/projects/php-javascript/custom-cms.4339700/
804,Create Google Drive streaming script like kissanime 9anime MasterAnime and FMovies ($30-250 USD),/projects/graphic-design/create-google-drive-streaming-script/
805,Create an Animation                            ,/contest/create-an-animation-270345.html
806,Video Cartoon                            ,/projects/caricature-cartoons/video-cartoon/
807,LED Driver circuit                            ,/projects/electrical-engineering/led-driver-circuit-8390420/
808,LED Driver circuit                            ,/projects/electrical-engineering/led-driver-circuit/
808,Fix ActiveX Control vb6 Win7 ($25-50 USD / hour),/projects/net-c-sharp-programming/fix-activex-control-win/
809,Move some text from one wordpress site to another -- 2                            ,/projects/wordpress/move-some-text-from-one-8386678/
809,Tell me how we should redesign homepage and products page ($10-50 USD),/projects/website-design/tell-how-should-redesign-homepage/
809,Make an animated video for website ($25-120 USD),/projects/threed-animation/make-animated-video-for-website/
809,Change cartoons/caricatures in a PSD ($2-5 USD / hour),/projects/caricature-cartoons/change-cartoons-caricatures-psd/
809,Move some text from one wordpress site to another ($2-8 USD / hour),/projects/wordpress/move-some-text-from-one/
809,Edit 5 pictures - must be done perfectly ($2-6 USD / hour),/projects/photoshop/edit-pictures-must-done-perfectly/
810,Re-Design Shopify Template and install                            ,/projects/website-design/design-shopify-template-install/
810,Create and install Wordpress Template -- 2 ($30-250 USD),/projects/php/create-install-wordpress-template-8344164/
810,Copy and load my Amazon products into eBay Store ($30-250 USD),/projects/excel/copy-load-amazon-products-into/
810,Write Alternative Health or Natural Healing Articles 1000 Words Each ($30-250 USD),/projects/articles/write-alternative-health-natural-healing-9645430/
810,Create simple label design similar to attached sample but with a twist ($10-30 USD),/projects/graphic-design/create-simple-label-design-similar/
810,Replicate Wordpress site ($10-30 USD),/projects/wordpress/replicate-wordpress-site/
811,Landing Page                            ,/projects/graphic-design/landing-page-8371492/
812,I need some Graphic Design for The Crimson Trilogy                            ,/contest/i-need-some-graphic-design-for-the-crimson-trilogy-268856.html
813,Sock packaging design                            ,/projects/logo-design/sock-packaging-design/
814,Logo Raw Design                            ,/projects/logo-design/logo-raw-design/
815,Logo Raw Version                            ,/projects/graphic-design/logo-raw-version/
816,Photoshop color correction and fine tuning                            ,/projects/photoshop/photoshop-color-correction-fine-tuning/
817,hi man end work of last time                            ,/projects/excel/man-end-work-last-time/
818,Fix some site issues                            ,/projects/graphic-design/fix-some-site-issues/
818,Pay per call- Call Centers ($250-750 USD),/projects/marketing/pay-per-call-call-centers/
818,Whiteboard/Animation Designer- Longterm ($2 USD / hour),/projects/ghostwriting/whiteboard-animation-designer-longterm/
818,FIX WEBSITE PROBLEMS ($30-250 USD),/projects/graphic-design/fix-website-problems-8344700/
818,Find me some Leads- Call Center ($8-15 USD / hour),/projects/marketing/find-some-leads-call-center/
818,Research Products/Services ($10-30 USD),/projects/research/research-products-services/
819,Implement build changes to website                            ,/projects/php/implement-build-changes-website/
819,Fix broken Wordpress installation ($10-30 USD),/projects/php-website-design/fix-broken-wordpress-installation/
819,Make website responsive and implement shopping cart ($250-750 USD),/projects/graphic-design/make-website-responsive-implement/
819,Memetracker built using PostRank API ($30-250 USD),/projects/php-c-c/memetracker-built-using-postrank-api/
819,Fix email responsive design for html marketing email ($30-250 USD),/projects/php-graphic-design/fix-email-responsive-design-for/
819,Number of HTML CSS & PHP edits to website required ($30-250 USD),/projects/graphic-design/number-html-css-php-edits/
820,Seeking writer for the first half of a captivating fiction book                            ,/projects/ghostwriting/seeking-writer-for-the-first/
821,Technical questions required for various IT skills - content needed                            ,/projects/content-writing/technical-questions-required-for-various/
822,Content creation for various IT domains                            ,/projects/content-writing/content-creation-for-various-domains/
823,Corporate Identity for a fashion label                            ,/contest/corporate-identity-for-a-fashion-label-265232.html
824,Asterisk- Conference Calls from Web                            ,/projects/php/asterisk-conference-calls-from-web/
824,QT - Fix a small bug - Youtube download ($30-100 USD),/projects/php-project-management/fix-small-bug-youtube-download/
824,FreeSwitch System (3 functions) ($30-250 USD),/projects/php/freeswitch-system-functions/
824,C++ program web page reading ($30-50 USD),/projects/php-c-programming/program-web-page-reading/
824,Web site monitoring - Duplicate a site ($100-200 USD),/projects/php-web-security/web-site-monitoring-duplicate-site/
824,[Single Page] Fast PSD to CSS Work ($15-20 USD),/projects/javascript-xml/single-page-fast-psd-css/
825,Social Media Marketing Of My Indie Game                            ,/projects/facebook-marketing/social-media-marketing-indie-game/
825,Help with selling my indie game. ($30-250 USD),/projects/internet-marketing-sales/help-with-selling-indie-game/
826,Addon to existing project (More Features RFQ)                            ,/projects/php/addon-existing-project-more-features/
826,Website needed for band ($100-300 USD),/projects/flash-website-design/website-needed-for-band/
826,Image upload resize adjust add images embed text and make thumbnails ($300-1500 USD),/projects/php-perl-cgi/image-upload-resize-adjust-add/
826,Edit Vbulletin style to make space for banners on side ($30-250 USD),/projects/php-website-design/edit-vbulletin-style-make-space/
826,Online Quote Generator - three step form in perl ($30-250 USD),/projects/perl-cgi/online-quote-generator-three-step/
826,perl programer needed in Barrie (min $5000 USD),/projects/perl-cgi/perl-programer-needed-barrie/
827,Import/Export current eBay/Amazon listings into Magento                            ,/projects/magento/import-export-current-ebay-amazon/
827,Make some tweaks to my VBA code - Automated Mail Merge Invoice Printing ($10-30 USD),/projects/excel/make-some-tweaks-vba-code/
827,Import current eBay Listings into Magento | Sync Amazon/eBay with M2ePro ($250-750 USD),/projects/magento/import-current-ebay-listings-into/
827,Simple Character Design for Printing onto PVC [Penguin] ($50 USD),/projects/simple character design for printing onto pvc [penguin].html
828,brain storming logo designs                            ,/projects/graphic-design/brain-storming-logo-designs/
828,Research Special District Creation and Rights in Pennsylvania ($250-750 USD),/projects/legal-research/research-special-district-creation/
828,Open Office Calc Script OS determination ($30-250 USD),/projects/php-software-architecture/open-office-calc-script-determination/
828,Open Office Calc Spreadsheet Script ($30-250 USD),/projects/python-shell-script/open-office-calc-spreadsheet-script/
828,Powershell 3 Script -- 2 ($250-750 USD),/projects/shell-script-microsoft-exchange/powershell-script/
828,Design a Logo for a Mead Making Competition ($100 USD),/projects/design a logo for a mead making competition.html
829,Looking for FULL TIME help with our Amazon Business. (Long Term Job) NO END DATE                            ,/projects/data-entry/looking-for-full-time-help/
829,Search the Web for Something  ($10-30 USD),/projects/excel/search-the-web-for-something-8097108/
829,FACEBOOK MARKETING ($30-250 USD),/projects/facebook-marketing/facebook-marketing-8259816/
829,DO NOT BID ($440-1200 USD),/projects/data-entry/not-bid-8096990/
829,Find Information from Websites  ($10-30 USD),/projects/excel/find-information-from-websites-8261694/
829,COPY PASTING FROM EXCEL TO WEBSITE ($10-15 USD),/projects/excel/copy-pasting-from-excel-website/
830,Private project or contest #263983                            ,/login?goto=M2JkMmFlM2QzZDQ3NmVhNzQyODNiYzliNDFkNWI2ZjBodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9jb250ZXN0Ly0yNjM5ODMuaHRtbA
831,arabia coffee                            ,/projects/marketing/arabia-coffee/
832,XML widget - HasOffers - Affiliate network                            ,/projects/php/xml-widget-hasoffers-affiliate-network/
833,Create C# program to cover the requirement in the description                            ,/projects/website-design/create-program-cover-the-requirement/
833,Reproduce current 3d video with the provided requirements ($10-100 USD),/projects/photoshop/reproduce-current-video-with-the/
833,HTML page that take a data from users and store it in sharepoint ($30-250 USD),/projects/website-design-html.1/html-page-that-take-data/
834,Tax law Accounting                             ,/projects/academic-writing/tax-law-accounting/
834,Network Analysis & Design ($10-50 AUD),/projects/graphic-design/network-analysis-design/
834,accounting  ($10-30 AUD),/projects/accounting/accounting.6929151/
834,Find an Accountant  ($10-30 AUD),/projects/academic-writing-anything-goes/find-accountant/
834,Programming concept ($10-30 AUD),/projects/c-programming/programming-concept/
834,networking project ($10-50 AUD),/projects/graphic-design/networking-project/
835,MODIFY LEARNDASH (QUIZ SECTION)                            ,/projects/php/modify-learndash-quiz-section/
835,Woocommerce Payment Gateway Plugin -- 2 ($10-20 USD),/projects/php/woocommerce-payment-gateway-plugin-12557244/
835,I will provide 1000 Facebook likes for atanunu ($5 USD),/projects/will-provide-facebook-likes-for-project/
835, URGENT NEED A WEBSITE LIVE ($2-8 USD / hour),/projects/graphic-design/urgent-need-website-live/
835,Sell my domain: NGR.NAME ($250-750 USD),/projects/website-design/sell-domain-ngr-name/
835,Woocommerce Payment Gateway Plugin ($10-20 USD),/projects/php/woocommerce-payment-gateway-plugin-11777324/
836,MODIFY LEARNDASH                            ,/projects/php/modify-learndash/
836,Joomla School Management System ($250-750 USD),/projects/graphic-design/joomla-school-management-system/
836,Build a Website  ($10-30 USD),/projects/graphic-design/build-website-8800497/
836,Design a Logo for Probun ($30 USD),/projects/design a logo for probun.html
836,DESIGN AND DEVELOPMENT OF DATA CAPTURE FORMS WITH BIOMETRIC (FINGER PRINT) CAPTURE ($250-750 USD),/projects/php-software-architecture/design-and-development-data-capture/
836,DO A URGENT HOSTING WORK ($2-8 USD / hour),/projects/graphic-design/urgent-hosting-work/
837,Taxation law                             ,/projects/accounting/taxation-law/
837,accounting  ($10-30 AUD),/projects/accounting/accounting.6929151/
837,management accounting  ($10-30 AUD),/projects/accounting/management-accounting.7048152/
837,Accounting Theory  ($10-30 AUD),/projects/accounting/accounting-theory-7735759/
837,Advanced Financial Accounting  ($10-30 AUD),/projects/accounting/advanced-financial-accounting/
837,networking project ($10-50 AUD),/projects/graphic-design/networking-project/
838,Expectations League1                            ,/projects/graphic-design/expectations-league/
838,Mobile development ($250-750 USD),/projects/mobile-phone/mobile-development-8123239/
838,Game iphone ($250-750 USD),/projects/mobile-phone/game-iphone/
839,Develop a Standardized Project Proposal Template                            ,/projects/copywriting/develop-standardized-project-proposal/
839,10-21-11  HomePage Design for Charity Website ($30-250 USD),/projects/website-design-graphic-design/homepage-design-for-charity-website/
839,8-8-12  AutoCAD edits ($30-250 USD),/projects/autocad/autocad-edits/
839,PT r-a-f module for Antony ($30-250 USD),/projects/php/module-for-antony/
839,7-8-10  Logo Design for LE ($30-250 USD),/projects/logo-design/logo-design-for.733674/
839,1 Page website ($30-250 USD),/projects/html.1/page-website/
840,Build an Online Store                             ,/projects/website-design/build-online-store-8234995/
840,Thermochromatic Plastic square backing plate for mobile phones ($30-250 USD),/projects/manufacturing/thermochromatic-plastic-square-backing/
840,Online Reps for Fundraising and PR Work for a school in Bhutan ($30-250 USD),/projects/internet-marketing/online-reps-for-fundraising-work/
840,Income Commission Only: Write an iPhone & Android application  ($10-100000 USD),/projects/mobile-phone/income-commission-only-write-iphone/
840,Sell Tour Packages for Bhutan ($30-250 USD),/projects/sales/sell-tour-packages-for-bhutan/
840,Write an iPhone & Android application  ($10-100000 USD),/projects/mobile-phone/write-iphone-android-application-8316093/
841,Final Tweaks to Website - 2                            ,/projects/php/final-tweaks-website-8234290/
841,Arcade Website Like Kongregate ($30-250 USD),/projects/php-javascript/arcade-website-like-kongregate/
841,SEO my Website -- 2 ($30-250 USD),/projects/internet-marketing-seo/seo-website.6628816/
841,Create a Mobile Website ($10-50 USD),/projects/php-mobile-phone/create-mobile-website.6169422/
841,Build an Awesome Website ($100-500 USD),/projects/graphic-design-php/build-awesome-website.6637881/
841,Design a Logo for me ($15 USD),/projects/design a logo for me.html
842,Build a Website                             ,/projects/php/build-website-8233658/
843,Final Tweaks to Website -- 2                            ,/projects/php/final-tweaks-website-8231670/
843,Final Tweaks to Website - 2 ($10-30 USD),/projects/php/final-tweaks-website-8234290/
843,Game/Arcade Site ($30-250 USD),/projects/php-javascript/game-arcade-site/
843,Program Search Boxes for my website ($50-150 USD),/projects/php/program-search-boxes-for-website/
843,Write an iPhone application ($20-100 USD),/projects/mobile-phone-iphone/write-iphone-application.6669675/
843,Design a Logo for me ($15 USD),/projects/design a logo for me.html
844,Final Tweaks to Website                            ,/projects/php/final-tweaks-website/
845,Need Help With 404 Errors and Redirects Google Webmaster Tools                            ,/projects/internet-marketing/need-help-with-errors-redirects/
845,35 Pages Law Firm Text Needed MikeBroemmel ($30-250 USD),/projects/copywriting/pages-law-firm-text-needed/
845,Integration of Sunshop Shopping Cart Software ($30-250 USD),/projects/website-design/integration-sunshop-shopping-cart/
845,Small Wordpress Project ($30-250 USD),/projects/php-wordpress/small-wordpress-project/
845,Need Simple Wordpress Based Site Designed and Coded ($30-250 USD),/projects/wordpress/need-simple-wordpress-based-site/
845,Need Easy Flash Change ($30-250 USD),/projects/flash/need-easy-flash-change/
846,Private project or contest #8223188                            ,/login?goto=ZTJlODljMWE4MGIxZGMxZGNiZjEyMzZjNzhmYzIxNTBodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy84MjIzMTg4Lmh0bWw
847,Unleashed Software - Develop a Custom Report Builder app                            ,/projects/software-architecture/unleashed-software-develop-custom-report/
847,Blogging for website ($2-8 AUD / hour),/projects/blog-ghostwriting/blogging-for-website/
847,Write some software ($250-750 AUD),/projects/software-architecture/write-some-software-9148316/
847,Copy Bank Statement lines into a spreadsheet ($10-30 AUD),/projects/data-entry-excel/copy-bank-statement-lines-into/
847,Copy Bank Statement lines into a spreadsheet -- 3 ($2-8 AUD / hour),/projects/data-entry-excel/copy-bank-statement-lines-into.5918544/
847,Build SQL Data Warehouse ($250-750 AUD),/projects/software-architecture/build-sql-data-warehouse/
848,WebApp UI Reform for an Online Photo Slideshow Editor                            ,/projects/graphic-design/webapp-reform-for-online-photo/
849,Thrown away                            ,/projects/ghostwriting/thrown-away/
850,Simple eBay and Amazon Price and Stock Scraper                            ,/projects/c-sharp-programming/simple-ebay-amazon-price-stock/
850,Scrape Details of Amazon and Ebay and compare prices and export -- 2 ($30-250 USD),/projects/java/scrape-details-amazon-ebay-compare-7126879/
850,Build a Simple eBay Scraper ($10-100 USD),/projects/php/build-simple-ebay-scraper/
850,Amazon / Ebay Product Research and Comparison Tool and More ($250-750 USD),/projects/c-sharp-programming/amazon-ebay-product-research-comparison/
850,Build a simple Amazon Scraper and Calculation Program ($10-30 USD),/projects/java/build-simple-amazon-scraper-calculation/
851,greenhouse arduino / raspberry Pi                            ,/projects/arduino/greenhouse-arduino-raspberry/
851,Backtest software for MT4 Expert Advisor ($30-250 USD),/projects/php/backtest-software-for-expert-advisor/
851,Stop check cancel or send through ($30-250 USD),/projects/php-software-architecture/stop-check-cancel-send-through/
851,Schrijf Software  ($10-30 USD),/projects/php/schrijf-software-8579241/
851,Amibroker formula to Metatrader4 ($30-250 USD),/projects/metatrader/amibroker-formula-metatrader/
851,Amibroker AFL programming(repost)(repost) ($30-100 USD),/projects/php-script-install/amibroker-afl-programming-repost-repost/
852,Lending Club ROI Calculator                            ,/projects/php/lending-club-roi-calculator/
852,Video Site Design Mockup ($250-750 USD),/projects/graphic-design/video-site-design-mockup/
852,Google Scripts Modification ($10-30 USD),/projects/javascript-google-app-engine/google-scripts-modification/
852,Advanced jMeter Setup ($15-25 USD / hour),/projects/java-testing-qa/advanced-jmeter-setup/
852,jQuery Redactor Annotation ($30-250 USD),/projects/javascript-html/jquery-redactor-annotation/
852,Div elements to scroll down with the page ($30-250 USD),/projects/javascript/div-elements-scroll-down-with/
853,A transportation Company Logo                            ,/projects/photoshop/transportation-company-logo/
854,Amend HTML Emails                            ,/projects/html.1/amend-html-emails/
855,Need some minor amedments                            ,/projects/php/need-some-minor-amedments/
855,Do amendments for a phplist function  ($30-250 SGD),/projects/php-software-architecture/amendments-for-phplist-function/
855,Write some Software ($250-750 SGD),/projects/php-software-architecture/write-some-software.6162829/
855,Upload pictures and align them in pdf file ($30-250 SGD),/projects/php-software-architecture/upload-pictures-align-them-pdf/
855,Changes needed on a php event portal  ($30-250 SGD),/projects/website-design/changes-needed-php-event-portal/
855,Email Newsletter Online ($750-1500 SGD),/projects/php-software-architecture/email-newsletter-online/
856,Help me write something                            ,/projects/articles/help-write-something-8151279/
857,Edit a simple payment plugin (iPay88)                            ,/projects/php/edit-simple-payment-plugin-ipay/
857,Get Traffic to my Website   ($10-30 USD),/projects/internet-marketing/get-traffic-website-7782696/
857,Joomla Tour Component ($30-250 USD),/projects/php-mysql/joomla-tour-component/
857,Fork OpenCart 2.0 as New Joomla 3.4.1 component  ($30-250 USD),/projects/php/fork-opencart-new-joomla-component/
857,Custom Tour Directory Component  - open to bidding ($30-250 USD),/projects/joomla/custom-tour-directory-component-open/
857,Write some Software  (RM400-2000 MYR),/projects/software-architecture/write-some-software-9184372/
858,Gloal Wifi                            ,/projects/website-design/gloal-wifi/
858,Logo Design ($25 AUD),/projects/logo design.html
859,Write a metatrader indicator based on volume indicator                            ,/projects/c-programming/write-metatrader-indicator-based-volume/
860,Remove A Malicious Regenerating Script From Server                            ,/projects/mysql/remove-malicious-regenerating-script/
860,Make Quick Text Changes To My Flyer Right Now ($10-30 USD),/projects/graphic-design-flyer-design/make-quick-text-changes-flyer/
860,10 x 1000 word Articles  ($30-250 USD),/projects/articles-ghostwriting/word-articles.6889361/
860,Article Rewriting - Make My Articles 100% Unique ($750-1500 USD),/projects/article-rewriting/article-rewriting-make-articles-unique/
860,CSS/Php/Wordpress - Need Someone with Range of Skills for Several Web Tasks ($8-15 USD / hour),/projects/graphic-design/css-php-wordpress-need-someone/
860,E-Ticket Design Wanted - Simple Job Minimum Design Skills Required ($10-30 USD),/projects/graphic-design/ticket-design-wanted-simple-job/
861,Factory Payroll Calculator                            ,/projects/c-programming/factory-payroll-calculator/
861,Write some Software  ($10-30 USD),/projects/software-architecture/write-some-software-10654727/
861,Develop a ios Application  ($30-250 USD),/projects/iphone/develop-ios-application-7535242/
861,Face Recognition  ($30-250 USD),/projects/matlab-mathematica/face-recognition-7480439/
862,Need Simple Registration Plugin installed on current WordPress website                            ,/projects/php/need-simple-registration-plugin/
862,Build a Website ($250-750 USD),/projects/graphic-design-php/build-website.6932267/
862,YouTube intro ($30-250 USD),/projects/graphic-design-video-services/youtube-intro.6957310/
862,Create Print and Packaging Designs  ($30-250 USD),/projects/graphic-design/create-print-packaging-designs-8058988/
862,Design a Wordpress Theme ($30-250 USD),/projects/graphic-design/design-wordpress-theme/
862,Website needed ($30-100 USD),/projects/php-java/website-needed.3685557/
863,Requirement for a sports show opener                            ,/projects/threed-animation/requirement-for-sports-show-opener/
864,Wordpress Website Required                            ,/projects/graphic-design/wordpress-website-required-8117804/
865,Global Wifi                            ,/projects/graphic-design/global-wifi/
865,Design a Banner  ($10-30 AUD),/projects/graphic-design/design-banner-8805116/
865,Drafting Drawing of Ice rink and frames ($10-30 AUD),/projects/autocad/drafting-drawing-ice-rink-frames/
865,Business Card Design for Transect Industries ($190 USD),/projects/business card design for transect industries.html
865,Total ERP CRM program for contracting services ($1500-3000 USD / hour),/projects/c-programming-net/total-erp-crm-program-for/
865,Write some Software for Unifi controller ($250 AUD),/projects/write some software for unifi controller.html
866,Finalize the Design of some Website Sketches                            ,/contest/finalize-the-design-of-some-website-sketches-253724.html
867,Dedicated Developer Needed !                            ,/projects/jquery-prototype/dedicated-developer-needed/
867,Magento Expert Needed  ($30-250 USD),/projects/magento/magento-expert-needed-8552379/
867,Private project-2 for beas24x7 ($250-750 USD),/projects/php/private-project-for-beas.549880/
867,Improvise a website and backend system ($25-50 USD / hour),/projects/php/improvise-website-backend-system-11081571/
867,Fill in a Spreadsheet with Data  ($250-750 USD),/projects/data-entry/fill-spreadsheet-with-data-9577173/
867,Medical Inventory System with SMS feature ($1500-5000 USD),/projects/php-asp/medical-inventory-system-with-sms/
868,Magento customer address repair                            ,/projects/php/magento-customer-address-repair/
868,Wordpress Website ($30-250 AUD),/projects/website-design-graphic-design/wordpress-website.4683007/
868,jQuery Debug - A quick job for the right person ($15-25 AUD / hour),/projects/html.1-css/jquery-debug-quick-job-for/
868,Build a Website Custom Magento Modules ($250-750 AUD),/projects/php/build-website-custom-magento-modules/
868,Migrate Joomla website ($30-250 AUD),/projects/php-website-design/migrate-joomla-website.6290542/
868,MySQL Query ($15-25 AUD / hour),/projects/mysql/mysql-query.4978728/
869,write software for twitter                            ,/projects/php/write-software-for-twitter/
869,Need Expert Content writer  ($30-250 USD),/projects/articles/need-expert-content-writer-14914093/
869,Apps testing  -- 2 ($2-8 USD / hour),/projects/app-developer/apps-testing-13374363/
869,Build a Website-1 ($30-250 USD),/projects/graphic-design/build-website-9250842/
869,Ready b2b data from uk1 ($30-250 USD),/projects/data-entry/ready-data-from-7865510/
869,Web-scraping Expert----1 ($10-150 USD),/projects/php/web-scraping-expert-9695028/
870,E store website                            ,/projects/website-design/store-website/
870,customize my home page theme  ($10-30 USD),/projects/website-design/customize-home-page-theme/
870,Web development ($250-750 USD),/projects/graphic-design/web-development-14201579/
870,Build an Online Store  ($250-750 USD),/projects/website-design/build-online-store-8098981/
870,make responsive theme for a demo Magento store  ($250-750 USD),/projects/php/make-responsive-theme-for-demo/
870,Find an Accountant  ($10-30 USD),/projects/accounting/find-accountant-11148891/
871,Paid Online Surveys/Interviews                            ,/projects/freelance-developer/paid-online-surveys-interviews/
871,Design a Website Mockup  ($1500-3000 SGD),/projects/graphic-design/design-website-mockup-8083192/
872,Build a Website for auction                            ,/projects/graphic-design/build-website-for-auction/
872,Freelancer Auto bidder Script ($30-250 USD),/projects/php/freelancer-auto-bidder-script/
872,Help me with Wordpress ($10-30 USD),/projects/graphic-design/help-with-wordpress-8042876/
873,Build an Online Store                             ,/projects/website-design/build-online-store-8098981/
873,customize my home page theme  ($10-30 USD),/projects/website-design/customize-home-page-theme/
873,make responsive theme for a demo Magento store  ($250-750 USD),/projects/php/make-responsive-theme-for-demo/
873,Find an Accountant  ($10-30 USD),/projects/accounting/find-accountant-11148891/
